,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2512,Clinton Hill,40.69322942188151,-73.96784306216367,Rhodora,40.691742,-73.971411,Wine Bar
2513,Clinton Hill,40.69322942188151,-73.96784306216367,Body by Brooklyn,40.695980754463875,-73.96815102488654,Spa
2514,Clinton Hill,40.69322942188151,-73.96784306216367,Key Food,40.69352732229553,-73.96518303072537,Market
2515,Clinton Hill,40.69322942188151,-73.96784306216367,U-Gu,40.69375966638121,-73.96291254952853,Japanese Restaurant
2516,Clinton Hill,40.69322942188151,-73.96784306216367,Dosa Royale,40.689466368706604,-73.96870434089776,Indian Restaurant
2517,Clinton Hill,40.69322942188151,-73.96784306216367,Brooklyn Sweet Spot,40.69304,-73.97152,Dessert Shop
2518,Clinton Hill,40.69322942188151,-73.96784306216367,Mike's Coffee Shop,40.689785115135194,-73.96538115407442,Diner
2519,Clinton Hill,40.69322942188151,-73.96784306216367,Jill Lindsey,40.69320130817124,-73.97135332777441,Clothing Store
2520,Clinton Hill,40.69322942188151,-73.96784306216367,Roman’s,40.68952914963263,-73.96951802846388,Italian Restaurant
2521,Clinton Hill,40.69322942188151,-73.96784306216367,Brooklyn Public House,40.68953711323655,-73.96939820491572,Cocktail Bar
2522,Clinton Hill,40.69322942188151,-73.96784306216367,Energy Fuel,40.69317624981301,-73.97039494998354,Juice Bar
2523,Clinton Hill,40.69322942188151,-73.96784306216367,Colonia Verde,40.689693418539875,-73.97073816836266,Latin American Restaurant
2524,Clinton Hill,40.69322942188151,-73.96784306216367,Luigi's Pizzeria,40.689689,-73.965508,Pizza Place
2525,Clinton Hill,40.69322942188151,-73.96784306216367,Yamashiro Japanese Cuisine,40.693378802962314,-73.96666258159819,Sushi Restaurant
2526,Clinton Hill,40.69322942188151,-73.96784306216367,Evelina Restaurant,40.689629,-73.971018,Italian Restaurant
2527,Clinton Hill,40.69322942188151,-73.96784306216367,Mekong BK,40.68939840185402,-73.96905826518169,Vietnamese Restaurant
2528,Clinton Hill,40.69322942188151,-73.96784306216367,Myrtle Bagel,40.693079783802474,-73.96935788707312,Bagel Shop
2529,Clinton Hill,40.69322942188151,-73.96784306216367,Dick & Janes,40.689776850546465,-73.9712367938648,Cocktail Bar
2530,Clinton Hill,40.69322942188151,-73.96784306216367,LuAnne's Wild Ginger,40.689644,-73.969824,Vegetarian / Vegan Restaurant
2531,Clinton Hill,40.69322942188151,-73.96784306216367,Blick Art Materials,40.69344477600514,-73.96372264972018,Arts & Crafts Store
2532,Clinton Hill,40.69322942188151,-73.96784306216367,Who's Your Doggy,40.69165377096185,-73.97152669575448,Pet Store
2533,Clinton Hill,40.69322942188151,-73.96784306216367,Maison May,40.68946565224471,-73.96929148484402,French Restaurant
2534,Clinton Hill,40.69322942188151,-73.96784306216367,Imani Caribbean Kitchen & Bar,40.68949374298435,-73.97095919400672,Caribbean Restaurant
2535,Clinton Hill,40.69322942188151,-73.96784306216367,Dino,40.68953531738243,-73.97046641110853,Italian Restaurant
2536,Clinton Hill,40.69322942188151,-73.96784306216367,Castros,40.69386129298784,-73.96442206286395,Mexican Restaurant
2537,Clinton Hill,40.69322942188151,-73.96784306216367,Il Porto,40.69757431924721,-73.96763620500913,Pizza Place
2538,Clinton Hill,40.69322942188151,-73.96784306216367,Subway,40.69302915073832,-73.97000556573857,Sandwich Place
2539,Clinton Hill,40.69322942188151,-73.96784306216367,Ace Thai Kitchen,40.69313,-73.973225,Thai Restaurant
2540,Clinton Hill,40.69322942188151,-73.96784306216367,Republic Of Booza,40.69304,-73.969258,Ice Cream Shop
2541,Clinton Hill,40.69322942188151,-73.96784306216367,Villa Pancho,40.69339189183502,-73.96647102656574,Mexican Restaurant
2542,Clinton Hill,40.69322942188151,-73.96784306216367,Black Iris,40.68950163002157,-73.9702977639014,Middle Eastern Restaurant
2543,Clinton Hill,40.69322942188151,-73.96784306216367,Dee and Ricky Homecooking,40.69360879703554,-73.96471271702187,Caribbean Restaurant
2544,Clinton Hill,40.69322942188151,-73.96784306216367,Cooler Gallery,40.697074,-73.968735,Art Gallery
2545,Clinton Hill,40.69322942188151,-73.96784306216367,Waza,40.693487522158414,-73.965735666986,Japanese Restaurant
2546,Clinton Hill,40.69322942188151,-73.96784306216367,Thistle & Clover,40.6895714801075,-73.97062690782748,Boutique
2547,Clinton Hill,40.69322942188151,-73.96784306216367,Bergen Bagels on Myrtle,40.693711512112635,-73.96365451782866,Bagel Shop
2548,Clinton Hill,40.69322942188151,-73.96784306216367,Heritage Wines,40.6895399765545,-73.9697503937935,Wine Shop
2549,Clinton Hill,40.69322942188151,-73.96784306216367,Penske Truck Rental,40.695118,-73.966259,Rental Service
2550,Clinton Hill,40.69322942188151,-73.96784306216367,Los Pollitos III,40.693588760795954,-73.96506751389639,Mexican Restaurant
2551,Clinton Hill,40.69322942188151,-73.96784306216367,Pratt Playground,40.6924324679773,-73.96252189009661,Playground
2552,Clinton Hill,40.69322942188151,-73.96784306216367,sushi d,40.6896898,-73.9713079,Japanese Restaurant
2553,Clinton Hill,40.69322942188151,-73.96784306216367,Domino's Pizza,40.69308046403255,-73.97333805262633,Pizza Place
2554,Clinton Hill,40.69322942188151,-73.96784306216367,Bamboo Lounge & Grill,40.69379796971182,-73.96359168868622,Lounge
2555,Clinton Hill,40.69322942188151,-73.96784306216367,Dunkin',40.693831942589206,-73.96434542270185,Donut Shop
2556,Clinton Hill,40.69322942188151,-73.96784306216367,Sakura Tokyo II,40.693244229657964,-73.9721694090343,Sushi Restaurant
2557,Clinton Hill,40.69322942188151,-73.96784306216367,Farmer In The Deli,40.69380999487714,-73.96307836339733,Deli / Bodega
2558,Clinton Hill,40.69322942188151,-73.96784306216367,Chase Bank,40.697519,-73.967482,Bank
2559,Clinton Hill,40.69322942188151,-73.96784306216367,Liberty Pizza,40.69357223528769,-73.9659902249832,Pizza Place
2560,Clinton Hill,40.69322942188151,-73.96784306216367,Burger UrWay,40.69318616991472,-73.97207987104554,Burger Joint
2561,Clinton Hill,40.69322942188151,-73.96784306216367,Bravo Supermarkets,40.693466368689904,-73.97363140171655,Grocery Store
2562,Clinton Hill,40.69322942188151,-73.96784306216367,Sacred Brooklyn - Ft. Greene,40.693088,-73.973151,Yoga Studio
2563,Clinton Hill,40.69322942188151,-73.96784306216367,Khim's Millennium Market,40.693776788553926,-73.96320922605318,Supermarket
2564,Clinton Hill,40.69322942188151,-73.96784306216367,Utrecht,40.69363354001652,-73.96364696687941,Arts & Crafts Store
2565,Clinton Hill,40.69322942188151,-73.96784306216367,Vitality,40.69361114501953,-73.96626281738281,Juice Bar
2566,Clinton Hill,40.69322942188151,-73.96784306216367,crepe house,40.693424,-73.966199,Bubble Tea Shop
2567,Clinton Hill,40.69322942188151,-73.96784306216367,New Grace Chinese Kitchen,40.69385265722627,-73.96254771400643,Chinese Restaurant
2568,Clinton Hill,40.69322942188151,-73.96784306216367,Kinara's,40.69322031901606,-73.97142314141769,Indian Restaurant
2569,Clinton Hill,40.69322942188151,-73.96784306216367,Citi Bike Station,40.6919603461,-73.9653685076,Bike Rental / Bike Share
2570,Clinton Hill,40.69322942188151,-73.96784306216367,Associated Market,40.693185421779084,-73.96397959460232,Grocery Store
2571,Clinton Hill,40.69322942188151,-73.96784306216367,Mr. Sandwich,40.69386380903402,-73.96396237546189,Deli / Bodega
2572,Clinton Hill,40.69322942188151,-73.96784306216367,MADERA,40.697095,-73.968731,Construction & Landscaping
2573,Sea Gate,40.57637537890224,-74.00787311200241,Mermaid Spa,40.57496566573373,-74.00324832085987,Spa
2574,Sea Gate,40.57637537890224,-74.00787311200241,Sea Gate Beach,40.5759262387988,-74.00452639412525,Beach
2575,Sea Gate,40.57637537890224,-74.00787311200241,Sassy Shirt,40.574853000000004,-74.00439200000001,Clothing Store
2576,Sea Gate,40.57637537890224,-74.00787311200241,Nova athletics,40.57426565219713,-74.00359675458132,Sports Club
2577,Sea Gate,40.57637537890224,-74.00787311200241,MTA B36/ B74 (37th & Neptune,40.57741578168858,-74.00260398637894,Bus Station
2578,Sea Gate,40.57637537890224,-74.00787311200241,Gold Star Food,40.577186584472656,-74.00212097167969,American Restaurant
2579,Downtown,40.69084402109802,-73.98346337431099,Alamo Drafthouse Cinema,40.69101558292192,-73.98368571874677,Movie Theater
2580,Downtown,40.69084402109802,-73.98346337431099,DeKalb Market Hall,40.69124975637413,-73.98257926844987,Food Court
2581,Downtown,40.69084402109802,-73.98346337431099,Trader Joe's,40.69133953699534,-73.98251532382852,Grocery Store
2582,Downtown,40.69084402109802,-73.98346337431099,Daigo Hand Roll Bar,40.69125894731662,-73.98260299755893,Japanese Restaurant
2583,Downtown,40.69084402109802,-73.98346337431099,Junior's Restaurant,40.69001145156075,-73.98173375415745,Diner
2584,Downtown,40.69084402109802,-73.98346337431099,Ample Hills Creamery,40.691290590297996,-73.98256125886023,Ice Cream Shop
2585,Downtown,40.69084402109802,-73.98346337431099,Century 21 Department Store,40.6901296165892,-73.98331748948456,Department Store
2586,Downtown,40.69084402109802,-73.98346337431099,Han Dynasty,40.691333919005594,-73.98245632424464,Chinese Restaurant
2587,Downtown,40.69084402109802,-73.98346337431099,City Point BKLYN,40.691123190475786,-73.98301720619202,Shopping Mall
2588,Downtown,40.69084402109802,-73.98346337431099,Devoción,40.68866033578996,-73.98360984724239,Coffee Shop
2589,Downtown,40.69084402109802,-73.98346337431099,Target,40.69060069313813,-73.9836538255136,Big Box Store
2590,Downtown,40.69084402109802,-73.98346337431099,Tangerine Hot Power Yoga,40.68864820759415,-73.98504517156242,Yoga Studio
2591,Downtown,40.69084402109802,-73.98346337431099,Brooklyn Martial Arts,40.68839464,-73.98198209,Martial Arts Dojo
2592,Downtown,40.69084402109802,-73.98346337431099,Hungry Ghost,40.68985278051951,-73.98024666542231,Coffee Shop
2593,Downtown,40.69084402109802,-73.98346337431099,Charm Kao,40.689212,-73.98625,Thai Restaurant
2594,Downtown,40.69084402109802,-73.98346337431099,Flying Tiger Copenhagen,40.691245622758906,-73.98274157947911,Gift Shop
2595,Downtown,40.69084402109802,-73.98346337431099,Brooklyn Fare,40.688481,-73.985304,Grocery Store
2596,Downtown,40.69084402109802,-73.98346337431099,Wine Legend,40.693171172018985,-73.98184207833725,Wine Bar
2597,Downtown,40.69084402109802,-73.98346337431099,Eight Turn Crêpe,40.691186337575566,-73.98283086629834,Creperie
2598,Downtown,40.69084402109802,-73.98346337431099,A Taste Of Katz's,40.69137756992814,-73.98242574363128,Sandwich Place
2599,Downtown,40.69084402109802,-73.98346337431099,Chelsea Piers Fitness - Brooklyn,40.6881279010681,-73.98328500304109,Gym / Fitness Center
2600,Downtown,40.69084402109802,-73.98346337431099,Livingston Manor,40.689367385255586,-73.98598830953463,Cocktail Bar
2601,Downtown,40.69084402109802,-73.98346337431099,Tony Luke's,40.68877569986841,-73.98081748903172,Sandwich Place
2602,Downtown,40.69084402109802,-73.98346337431099,Grand Army,40.688329391376335,-73.98661169070166,Seafood Restaurant
2603,Downtown,40.69084402109802,-73.98346337431099,Bridge Cleaners & Tailors,40.689748997768376,-73.98600730973683,Dry Cleaner
2604,Downtown,40.69084402109802,-73.98346337431099,Bunsmith,40.69109091908825,-73.98279564683482,Asian Restaurant
2605,Downtown,40.69084402109802,-73.98346337431099,Chase,40.68966901775651,-73.98324341827238,Bank
2606,Downtown,40.69084402109802,-73.98346337431099,Chipotle Mexican Grill,40.6899125,-73.9839628,Mexican Restaurant
2607,Downtown,40.69084402109802,-73.98346337431099,The Rockwell Place,40.68897889322856,-73.97940064213087,Bar
2608,Downtown,40.69084402109802,-73.98346337431099,BRIC House,40.68853878809058,-73.97947275337144,Performing Arts Venue
2609,Downtown,40.69084402109802,-73.98346337431099,Café D'Avignon,40.69125,-73.982786,Café
2610,Downtown,40.69084402109802,-73.98346337431099,Gong Cha 貢茶 (Gong Cha),40.691512407253484,-73.98634876010091,Bubble Tea Shop
2611,Downtown,40.69084402109802,-73.98346337431099,Kumble Theater,40.691261103713906,-73.98122549057007,Performing Arts Venue
2612,Downtown,40.69084402109802,-73.98346337431099,Dulcinea Churros & Co.,40.691364121289034,-73.98242090218575,Bakery
2613,Downtown,40.69084402109802,-73.98346337431099,Hard Times Sundaes,40.691261,-73.98259,Burger Joint
2614,Downtown,40.69084402109802,-73.98346337431099,Circa Brewing Co,40.691684974740014,-73.98621812506313,Brewery
2615,Downtown,40.69084402109802,-73.98346337431099,Fast and Fresh Burrito Deli,40.6879834813561,-73.98693456299465,Burrito Place
2616,Downtown,40.69084402109802,-73.98346337431099,Bedouin Tent,40.686936,-73.984469,Middle Eastern Restaurant
2617,Downtown,40.69084402109802,-73.98346337431099,BAM Harvey Theater,40.68858644784374,-73.978708667925,Theater
2618,Downtown,40.69084402109802,-73.98346337431099,Xifu Food,40.688027,-73.982088,Chinese Restaurant
2619,Downtown,40.69084402109802,-73.98346337431099,Shake Shack,40.69212698255525,-73.98865815291195,Burger Joint
2620,Downtown,40.69084402109802,-73.98346337431099,Uni K Wax,40.6874925,-73.9805972,Spa
2621,Downtown,40.69084402109802,-73.98346337431099,Myrtle Promenade,40.69366604020889,-73.98602105417595,Plaza
2622,Downtown,40.69084402109802,-73.98346337431099,Coffee Project NY,40.687751,-73.979387,Coffee Shop
2623,Downtown,40.69084402109802,-73.98346337431099,Pio Bagel,40.69215913440013,-73.98636845061453,Bagel Shop
2624,Downtown,40.69084402109802,-73.98346337431099,Smashburger,40.68978407181625,-73.97961795332886,Burger Joint
2625,Downtown,40.69084402109802,-73.98346337431099,Mile End Delicatessen,40.687549,-73.987018,Sandwich Place
2626,Downtown,40.69084402109802,-73.98346337431099,Someday Bar,40.687259000000005,-73.98638100000001,Bar
2627,Downtown,40.69084402109802,-73.98346337431099,Toren,40.69296757255232,-73.98285116987782,Residential Building (Apartment / Condo)
2628,Downtown,40.69084402109802,-73.98346337431099,White Noise Coffee Co.,40.68973648217195,-73.98820269257013,Coffee Shop
2629,Downtown,40.69084402109802,-73.98346337431099,Arepa Lady,40.69118196726218,-73.98278466165624,South American Restaurant
2630,Downtown,40.69084402109802,-73.98346337431099,Five Guys,40.693571434763136,-73.98594697931708,Burger Joint
2631,Downtown,40.69084402109802,-73.98346337431099,Pollo d'Oro,40.694822728556545,-73.98337284616937,Peruvian Restaurant
2632,Downtown,40.69084402109802,-73.98346337431099,The Honey Baked Ham Company,40.6890463,-73.980736,Deli / Bodega
2633,Downtown,40.69084402109802,-73.98346337431099,Yaso Tangbao,40.691733,-73.98645400000001,Shanghai Restaurant
2634,Downtown,40.69084402109802,-73.98346337431099,Forno Rosso,40.694436982491325,-73.98344175061186,Pizza Place
2635,Downtown,40.69084402109802,-73.98346337431099,Urban Uncorked,40.69491211527995,-73.98372448797733,Wine Shop
2636,Downtown,40.69084402109802,-73.98346337431099,Mud Australia,40.68705,-73.985042,Furniture / Home Store
2637,Downtown,40.69084402109802,-73.98346337431099,Collier West,40.687345977951054,-73.98564011508115,Antique Shop
2638,Downtown,40.69084402109802,-73.98346337431099,Jianbing Company,40.69126958934609,-73.98257629115915,Shanghai Restaurant
2639,Downtown,40.69084402109802,-73.98346337431099,Free Range Wines & Spirits,40.688036556939494,-73.98761029983842,Wine Shop
2640,Downtown,40.69084402109802,-73.98346337431099,Cookie's Dept. Stores,40.68948529154424,-73.98263389502954,Kids Store
2641,Downtown,40.69084402109802,-73.98346337431099,Korilla BBQ,40.6938032461299,-73.98584345703024,Asian Restaurant
2642,Downtown,40.69084402109802,-73.98346337431099,Fletcher's Brooklyn Barbecue,40.691285583533265,-73.98268195195622,BBQ Joint
2643,Downtown,40.69084402109802,-73.98346337431099,CAVA,40.6925169,-73.988608,Mediterranean Restaurant
2644,Downtown,40.69084402109802,-73.98346337431099,UrbanGlass,40.6883189193824,-73.97931872325088,Arts & Crafts Store
2645,Downtown,40.69084402109802,-73.98346337431099,The Little Sweet Café,40.68812316281672,-73.98675171954113,French Restaurant
2646,Downtown,40.69084402109802,-73.98346337431099,Craft + Carry,40.6913721514044,-73.98240261885755,Beer Bar
2647,Downtown,40.69084402109802,-73.98346337431099,Pierogi Boys,40.69122085922174,-73.98284443270168,Polish Restaurant
2648,Downtown,40.69084402109802,-73.98346337431099,Betty Bakery,40.6863845552732,-73.98335021420114,Bakery
2649,Downtown,40.69084402109802,-73.98346337431099,Bijan's,40.68805324104734,-73.98673996218325,Middle Eastern Restaurant
2650,Downtown,40.69084402109802,-73.98346337431099,2 Bros. Pizza,40.68939371833308,-73.98112529498947,Pizza Place
2651,Downtown,40.69084402109802,-73.98346337431099,Bacchus Bistro & Wine Bar,40.686869616133784,-73.98446509590364,French Restaurant
2652,Downtown,40.69084402109802,-73.98346337431099,Cumbe Center For African And Diaspora Dance,40.688154342199994,-73.9801362097014,Dance Studio
2653,Downtown,40.69084402109802,-73.98346337431099,Creative Arts Studio,40.687980609548035,-73.98799879606251,Dance Studio
2654,Downtown,40.69084402109802,-73.98346337431099,Forcella,40.69114132218762,-73.98282473390336,Pizza Place
2655,Downtown,40.69084402109802,-73.98346337431099,Blick Art Materials,40.687611,-73.979451,Arts & Crafts Store
2656,Downtown,40.69084402109802,-73.98346337431099,BK Jani,40.6910501496792,-73.98291191158535,Pakistani Restaurant
2657,Downtown,40.69084402109802,-73.98346337431099,Las Santas,40.688278,-73.97976,Gastropub
2658,Downtown,40.69084402109802,-73.98346337431099,Norm’s Pizza,40.692766,-73.988456,Pizza Place
2659,Downtown,40.69084402109802,-73.98346337431099,Absolute Coffee,40.68807946939255,-73.98769332950604,Coffee Shop
2660,Downtown,40.69084402109802,-73.98346337431099,Wiki Wiki,40.6912750101908,-73.98255604335951,Hawaiian Restaurant
2661,Downtown,40.69084402109802,-73.98346337431099,Foragers,40.691188765580584,-73.98285679873577,American Restaurant
2662,Downtown,40.69084402109802,-73.98346337431099,Avalon Fort Greene - Lawn,40.694117385426026,-73.98263692290627,Park
2663,Downtown,40.69084402109802,-73.98346337431099,Pipitone's Pizza & Pasta,40.68987976390669,-73.97883759379428,Pizza Place
2664,Downtown,40.69084402109802,-73.98346337431099,Caffe e Vino,40.689807316555346,-73.97828826952299,Italian Restaurant
2665,Downtown,40.69084402109802,-73.98346337431099,Hot Chix,40.68978557486931,-73.97828963194698,American Restaurant
2666,Downtown,40.69084402109802,-73.98346337431099,Andrew's Classic Roadside Hamburgers,40.69106041629913,-73.98290771677036,Burger Joint
2667,Downtown,40.69084402109802,-73.98346337431099,Bunker,40.69135375543054,-73.98245413887848,Vietnamese Restaurant
2668,Downtown,40.69084402109802,-73.98346337431099,Brooklyn Juicer,40.691368388452645,-73.98238631288444,Juice Bar
2669,Downtown,40.69084402109802,-73.98346337431099,The Paella Shack,40.691287876157695,-73.98252008427822,Spanish Restaurant
2670,Downtown,40.69084402109802,-73.98346337431099,Home Frite,40.692435,-73.982527,Food Stand
2671,Downtown,40.69084402109802,-73.98346337431099,Two Tablespoons,40.6912766318668,-73.98261451162215,Vegetarian / Vegan Restaurant
2672,Downtown,40.69084402109802,-73.98346337431099,Thank You Come Again,40.69101,-73.98283,Dumpling Restaurant
2673,Downtown,40.69084402109802,-73.98346337431099,Taco Dekalb Market,40.69133072332815,-73.98243807914585,Taco Place
2674,Downtown,40.69084402109802,-73.98346337431099,Torly & Tooby,40.691124,-73.982763,Kids Store
2675,Downtown,40.69084402109802,-73.98346337431099,Brooklyn Grind,40.69115263305686,-73.98099135330169,Coffee Shop
2676,Downtown,40.69084402109802,-73.98346337431099,Perp Deli,40.69504690439234,-73.98266145499882,Deli / Bodega
2677,Boerum Hill,40.68568291209144,-73.98374824115798,Rucola,40.685659406438404,-73.98576926297605,Italian Restaurant
2678,Boerum Hill,40.68568291209144,-73.98374824115798,Bedouin Tent,40.686936,-73.984469,Middle Eastern Restaurant
2679,Boerum Hill,40.68568291209144,-73.98374824115798,Rice & Miso,40.68463349074915,-73.9837684857605,Japanese Restaurant
2680,Boerum Hill,40.68568291209144,-73.98374824115798,Tres Belle Spa,40.68658389263722,-73.9850956616532,Spa
2681,Boerum Hill,40.68568291209144,-73.98374824115798,Robert,40.6865586581591,-73.98512781798433,Cocktail Bar
2682,Boerum Hill,40.68568291209144,-73.98374824115798,Taiki,40.68450008198059,-73.98378319112615,Sushi Restaurant
2683,Boerum Hill,40.68568291209144,-73.98374824115798,Gumbo,40.685860999999996,-73.98138399999999,Kids Store
2684,Boerum Hill,40.68568291209144,-73.98374824115798,dot & line,40.684092354994974,-73.98367713620105,Coffee Shop
2685,Boerum Hill,40.68568291209144,-73.98374824115798,Roulette,40.68551099973016,-73.9806505147831,Concert Hall
2686,Boerum Hill,40.68568291209144,-73.98374824115798,Mud Australia,40.68705,-73.985042,Furniture / Home Store
2687,Boerum Hill,40.68568291209144,-73.98374824115798,Betty Bakery,40.6863845552732,-73.98335021420114,Bakery
2688,Boerum Hill,40.68568291209144,-73.98374824115798,Someday Bar,40.687259000000005,-73.98638100000001,Bar
2689,Boerum Hill,40.68568291209144,-73.98374824115798,Masala Grill,40.68554017378092,-73.98120188318653,Indian Restaurant
2690,Boerum Hill,40.68568291209144,-73.98374824115798,St. Gambrinus Beer Shoppe,40.68502864547226,-73.97987252574748,Bar
2691,Boerum Hill,40.68568291209144,-73.98374824115798,Brooklyn Martial Arts,40.68839464,-73.98198209,Martial Arts Dojo
2692,Boerum Hill,40.68568291209144,-73.98374824115798,Chelsea Piers Fitness - Brooklyn,40.6881279010681,-73.98328500304109,Gym / Fitness Center
2693,Boerum Hill,40.68568291209144,-73.98374824115798,The Primary Essentials,40.687393793757415,-73.98597648624319,Furniture / Home Store
2694,Boerum Hill,40.68568291209144,-73.98374824115798,Collier West,40.687345977951054,-73.98564011508115,Antique Shop
2695,Boerum Hill,40.68568291209144,-73.98374824115798,Mile End Delicatessen,40.687549,-73.987018,Sandwich Place
2696,Boerum Hill,40.68568291209144,-73.98374824115798,Tangerine Hot Power Yoga,40.68864820759415,-73.98504517156242,Yoga Studio
2697,Boerum Hill,40.68568291209144,-73.98374824115798,Brooklyn Fare,40.688481,-73.985304,Grocery Store
2698,Boerum Hill,40.68568291209144,-73.98374824115798,Devoción,40.68866033578996,-73.98360984724239,Coffee Shop
2699,Boerum Hill,40.68568291209144,-73.98374824115798,Uni K Wax,40.6874925,-73.9805972,Spa
2700,Boerum Hill,40.68568291209144,-73.98374824115798,Building on Bond,40.68650187272256,-73.98515046129243,American Restaurant
2701,Boerum Hill,40.68568291209144,-73.98374824115798,Fast and Fresh Burrito Deli,40.6879834813561,-73.98693456299465,Burrito Place
2702,Boerum Hill,40.68568291209144,-73.98374824115798,Hunting with Jake,40.68725537810348,-73.98568708496336,Furniture / Home Store
2703,Boerum Hill,40.68568291209144,-73.98374824115798,Grand Army,40.688329391376335,-73.98661169070166,Seafood Restaurant
2704,Boerum Hill,40.68568291209144,-73.98374824115798,Gotham Archery,40.68250448326891,-73.98603206203093,Athletics & Sports
2705,Boerum Hill,40.68568291209144,-73.98374824115798,Bacchus Bistro & Wine Bar,40.686869616133784,-73.98446509590364,French Restaurant
2706,Boerum Hill,40.68568291209144,-73.98374824115798,Iyengar Yoga Institute,40.68451352425923,-73.98045269892519,Yoga Studio
2707,Boerum Hill,40.68568291209144,-73.98374824115798,Twisted Lily,40.687619842754415,-73.98645750552345,Cosmetics Shop
2708,Boerum Hill,40.68568291209144,-73.98374824115798,Sterling Place,40.68756009112556,-73.98631968273709,Gift Shop
2709,Boerum Hill,40.68568291209144,-73.98374824115798,Coffee Project NY,40.687751,-73.979387,Coffee Shop
2710,Boerum Hill,40.68568291209144,-73.98374824115798,Mark Morris Dance Center,40.686818409824916,-73.97889287240218,Dance Studio
2711,Boerum Hill,40.68568291209144,-73.98374824115798,Erica Weiner Store,40.68737,-73.986517,Jewelry Store
2712,Boerum Hill,40.68568291209144,-73.98374824115798,Xifu Food,40.688027,-73.982088,Chinese Restaurant
2713,Boerum Hill,40.68568291209144,-73.98374824115798,Hollow Nickel,40.68577926849693,-73.98187953276094,Bar
2714,Boerum Hill,40.68568291209144,-73.98374824115798,The Center For Fiction,40.68680506965685,-73.97866803743389,Bookstore
2715,Boerum Hill,40.68568291209144,-73.98374824115798,The Brooklyn Inn,40.68590189157329,-73.98832780301882,Bar
2716,Boerum Hill,40.68568291209144,-73.98374824115798,Charm Kao,40.689212,-73.98625,Thai Restaurant
2717,Boerum Hill,40.68568291209144,-73.98374824115798,The Brooklyn Circus,40.684139783172704,-73.9839372369313,Men's Store
2718,Boerum Hill,40.68568291209144,-73.98374824115798,Public Records,40.68222770266033,-73.9866228680318,Music Venue
2719,Boerum Hill,40.68568291209144,-73.98374824115798,BRIC House,40.68853878809058,-73.97947275337144,Performing Arts Venue
2720,Boerum Hill,40.68568291209144,-73.98374824115798,GRDN,40.68734804584461,-73.98725396414103,Flower Shop
2721,Boerum Hill,40.68568291209144,-73.98374824115798,Clawdaddy’s,40.68538235441327,-73.98063897463493,Cajun / Creole Restaurant
2722,Boerum Hill,40.68568291209144,-73.98374824115798,French Louie,40.68805616208543,-73.98815885880983,French Restaurant
2723,Boerum Hill,40.68568291209144,-73.98374824115798,Tony Luke's,40.68877569986841,-73.98081748903172,Sandwich Place
2724,Boerum Hill,40.68568291209144,-73.98374824115798,Madina Industrial Corporation,40.684729568255484,-73.97891071103008,Cosmetics Shop
2725,Boerum Hill,40.68568291209144,-73.98374824115798,Free Range Wines & Spirits,40.688036556939494,-73.98761029983842,Wine Shop
2726,Boerum Hill,40.68568291209144,-73.98374824115798,Botanica Garden Center,40.684797616170776,-73.97924012223461,Garden Center
2727,Boerum Hill,40.68568291209144,-73.98374824115798,Out of the Closet - Brooklyn,40.68596810343368,-73.98221885295287,Thrift / Vintage Store
2728,Boerum Hill,40.68568291209144,-73.98374824115798,Whole Foods Market 365,40.68633674088106,-73.97846730744199,Grocery Store
2729,Boerum Hill,40.68568291209144,-73.98374824115798,Theatre For A New Audience at Polonsky Shakespeare Center,40.687462396400065,-73.97832887283509,Theater
2730,Boerum Hill,40.68568291209144,-73.98374824115798,The Little Sweet Café,40.68812316281672,-73.98675171954113,French Restaurant
2731,Boerum Hill,40.68568291209144,-73.98374824115798,Icy Signs,40.682448,-73.979979,Arts & Crafts Store
2732,Boerum Hill,40.68568291209144,-73.98374824115798,Bijan's,40.68805324104734,-73.98673996218325,Middle Eastern Restaurant
2733,Boerum Hill,40.68568291209144,-73.98374824115798,Squarrel Cafe,40.684425,-73.97892,Café
2734,Boerum Hill,40.68568291209144,-73.98374824115798,Century 21 Department Store,40.6901296165892,-73.98331748948456,Department Store
2735,Boerum Hill,40.68568291209144,-73.98374824115798,Brooklyn Baklava,40.683423,-73.979206,Bakery
2736,Boerum Hill,40.68568291209144,-73.98374824115798,Livingston Manor,40.689367385255586,-73.98598830953463,Cocktail Bar
2737,Boerum Hill,40.68568291209144,-73.98374824115798,Retrofret Vintage Guitars,40.682148019090704,-73.98640746867683,Music Store
2738,Boerum Hill,40.68568291209144,-73.98374824115798,Sen Salon,40.688432,-73.988117,Health & Beauty Service
2739,Boerum Hill,40.68568291209144,-73.98374824115798,Salsa Salsa Dance Studio,40.6827480092627,-73.97931086782586,Dance Studio
2740,Boerum Hill,40.68568291209144,-73.98374824115798,Dancewave,40.68314003465911,-73.97903834170431,Dance Studio
2741,Boerum Hill,40.68568291209144,-73.98374824115798,UrbanGlass,40.6883189193824,-73.97931872325088,Arts & Crafts Store
2742,Boerum Hill,40.68568291209144,-73.98374824115798,Elberih Deli,40.684813,-73.986125,Sandwich Place
2743,Boerum Hill,40.68568291209144,-73.98374824115798,Creative Arts Studio,40.687980609548035,-73.98799879606251,Dance Studio
